original_fullcell,frequency,tokens_parsed,chosen_main_token,canonical_plural
"['suit, coat; entire body; main dress; male', 'suit, coat']",1,"suit, coat; entire body; main dress; male; suit, coat","suit, coat; entire body; main dress; male",dresses
"['suit, frock, 3 piece', 'suit, frock, 3 piece; entire body; main dress; boy']",1,"suit, frock, 3 piece; suit, frock, 3 piece; entire body; main dress; boy","suit, frock, 3 piece",dresses
"['sundial, diptych']",1,"sundial, diptych","sundial, diptych","sundial, diptyches"
"['sundial, equinoctial']",1,"sundial, equinoctial","sundial, equinoctial","sundial, equinoctials"
"['sundial, horizontal pedestal']",1,"sundial, horizontal pedestal","sundial, horizontal pedestal","sundial, horizontal pedestals"
"['sundial, quadrant']",1,"sundial, quadrant","sundial, quadrant","sundial, quadrants"
['sundial'],5,sundial,sundial,sundials
"['sundial', 'sundial, horizontal portable']",2,"sundial; sundial, horizontal portable",sundial,sundials
"['sundial', 'sundial']",1,sundial; sundial,sundial,sundials
['sunglass'],1,sunglass,sunglass,sunglass
"['sunglasses', 'sunglasses; opticals; accessories worn on the body; unknown', 'sunglasses']",1,sunglasses; sunglasses; opticals; accessories worn on the body; unknown; sunglasses,sunglasses,sunglasses
"['surgical instrument', 'hammers (tools)']",1,surgical instrument; hammers,surgical instrument,surgical instruments
"['trepanning set', 'surgical set', 'trepanning set; surgical set; trepanning', 'trephination set']",1,trepanning set; surgical set; trepanning set; surgical set; trepanning; trephination set,surgical set,surgical sets
"['surgical set', 'trephanation set', 'surgical set; surgical set; trepanning', 'surgical set']",1,surgical set; trephanation set; surgical set; surgical set; trepanning; surgical set,surgical set,surgical sets
"['surgical set', ""surgeon's kit""]",1,surgical set; surgeon's kit,surgical set,surgical sets
['surveying instruments'],5,surveying instruments,surveying instruments,surveying instruments
"['compasses (direction indicators)', 'surveying instruments']",1,compasses; surveying instruments,surveying instruments,surveying instruments
"[""surveyor's vernier compass"", ""surveyor's vernier compass""]",1,surveyor's vernier compass; surveyor's vernier compass,surveyor's vernier compass,surveyor's vernier compass
"[""surveyor's vernier compass""]",1,surveyor's vernier compass,surveyor's vernier compass,surveyor's vernier compass
['suspenders (garment supports)'],1,suspenders,suspenders,suspenders
"['suspenders (garment supports)', 'suspenders; waistwear; accessories worn on the body']",1,suspenders; suspenders; waistwear; accessories worn on the body,suspenders,suspenders
"['swage block; hand tools', 'swage block']",1,swage block; hand tools; swage block,swage block; hand tools,swage block; hand tools
['sweat shirts'],1,sweat shirts,sweat shirts,sweat shirts
"['swords', 'sword; edged weapons; army; officer']",4,swords; sword; edged weapons; army; officer,swords,swords
"['sword; edged weapons', 'swords']",3,sword; edged weapons; swords,swords,swords
['swords'],3,swords,swords,swords
"['swords', 'sword; edged weapons; navy; small']",1,swords; sword; edged weapons; navy; small,swords,swords
"['sword; edged weapons; presentation', 'swords']",1,sword; edged weapons; presentation; swords,swords,swords
"['swords', 'sword; edged weapons; hunting']",1,swords; sword; edged weapons; hunting,swords,swords
"['swords', 'sword; edged weapons; army']",1,swords; sword; edged weapons; army,swords,swords
"['saber', 'swords', 'sword; edged weapons; army; officer']",1,saber; swords; sword; edged weapons; army; officer,swords,swords
"['sword; edged weapons; army; long; officer', 'swords']",1,sword; edged weapons; army; long; officer; swords,swords,swords
"['sword; edged weapons; commemorative', 'swords']",1,sword; edged weapons; commemorative; swords,swords,swords
['syringe'],1,syringe,syringe,syringes
['syrup jar'],9,syrup jar,syrup jar,syrup jars
['tabernacle'],1,tabernacle,tabernacle,tabernacles
"['table, small']",1,"table, small","table, small","table, smalls"
['tablecloths'],1,tablecloths,tablecloths,tablecloths
"['table; furniture; tilt top', 'tables (support furniture)']",1,table; furniture; tilt top; tables,tables,tables
['tables (support furniture)'],1,tables,tables,tables
"['table; furniture; drop leaf table', 'tables (support furniture)']",1,table; furniture; drop leaf table; tables,tables,tables
"['tables (support furniture)', 'table; furniture']",1,tables; table; furniture,tables,tables
['tall case clock'],1,tall case clock,tall case clock,tall case clocks
['tankard'],5,tankard,tankard,tankards
"['tape loom', 'loom, tape']",1,"tape loom; loom, tape",tape loom,tape looms
['tax stamps'],4,tax stamps,tax stamps,tax stamps
['tea bowls & saucers'],1,tea bowls & saucers,tea bowls & saucers,tea bowls & saucers
['teakettles'],4,teakettles,teakettles,teakettles
['teapots'],21,teapots,teapots,teapots
"['refracting telescope', 'telescope']",2,refracting telescope; telescope,telescope,telescopes
['telescope (spyglass)'],2,telescope,telescope,telescopes
"['telescope', 'telescope (spyglass)']",1,telescope; telescope,telescope,telescopes
['telescope'],1,telescope,telescope,telescopes
"['tent; equipment, individual', 'tents (portable buildings)']",1,"tent; equipment, individual; tents","tent; equipment, individual","tent; equipment, individuals"
['terrestrial globe'],1,terrestrial globe,terrestrial globe,terrestrial globes
['thermal cycler'],1,thermal cycler,thermal cycler,thermal cyclers
['thermometers'],1,thermometers,thermometers,thermometers
['thickness gauge'],1,thickness gauge,thickness gauge,thickness gauges
['thimble eye'],1,thimble eye,thimble eye,thimble eyes
"['ticket, lottery']",1,"ticket, lottery","ticket, lottery","ticket, lotteries"
['tile'],3,tile,tile,tiles
"['tinder box; fire making apparatus', 'box, tinder']",1,"tinder box; fire making apparatus; box, tinder",tinder box; fire making apparatus,tinder box; fire making apparatuses
"['tinder box; fire making apparatus', 'tinderbox']",13,tinder box; fire making apparatus; tinderbox,tinderbox,tinderboxes
['tinderbox'],4,tinderbox,tinderbox,tinderboxes
"['tinder pistol; fire making apparatus', 'tinderbox']",3,tinder pistol; fire making apparatus; tinderbox,tinderbox,tinderboxes
"['tinder pistol; fire making apparatus', 'tinderbox', 'tinderbox, pistol']",1,"tinder pistol; fire making apparatus; tinderbox; tinderbox, pistol",tinderbox,tinderboxes
"['curfew', 'tinderbox', 'curfew; tinder box; fire making apparatus']",1,curfew; tinderbox; curfew; tinder box; fire making apparatus,tinderbox,tinderboxes
['toasters (cooking and heating devices)'],3,toasters,toasters,toasters
"['toasters (cooking and heating devices)', 'roasters (cookware)']",1,toasters; roasters,toasters,toasters
"['token, commemorative', 'token, commemorative, lace']",2,"token, commemorative; token, commemorative, lace","token, commemorative","token, commemoratives"
['tokens'],7,tokens,tokens,tokens
"['token; store card', 'tokens']",1,token; store card; tokens,tokens,tokens
"['franklin press halfpenny token', 'tokens']",1,franklin press halfpenny token; tokens,tokens,tokens
['tongs'],3,tongs,tongs,tongs
"['tongs, hearth', 'tongs, fire']",1,"tongs, hearth; tongs, fire","tongs, fire","tongs, fires"
"['tongs, fire']",1,"tongs, fire","tongs, fire","tongs, fires"
"['tongs, pipe']",1,"tongs, pipe","tongs, pipe",pipes
"['pipe tongs', 'tongs, pipe', 'pipe tongs; lighting accessories']",1,"pipe tongs; tongs, pipe; pipe tongs; lighting accessories","tongs, pipe",pipes
"['tool, millinery']",1,"tool, millinery","tool, millinery","tool, millineries"
['towels'],1,towels,towels,towels
['tower clock movement'],1,tower clock movement,tower clock movement,tower clock movements
"['tractors', 'therapeutic device, fraudulent']",1,"tractors; therapeutic device, fraudulent",tractors,tractors
['trammel'],2,trammel,trammel,trammels
['transportation equipment & models'],1,transportation equipment & models,transportation equipment & models,transportation equipment & models
['trays'],2,trays,trays,trays
['trimming'],1,trimming,trimming,trimmings
"['trivet, stacking']",1,"trivet, stacking","trivet, stacking","trivet, stackings"
['trivets'],3,trivets,trivets,trivets
['trough compass'],1,trough compass,trough compass,trough compass
['troughs'],1,troughs,troughs,troughs
['trousers'],1,trousers,trousers,trousers
"['trousers; lower body; main dress; male', 'trousers']",1,trousers; lower body; main dress; male; trousers,trousers,dresses
"['trumpet, speaking']",2,"trumpet, speaking","trumpet, speaking","trumpet, speakings"
['trumpets (aerophones)'],1,trumpets,trumpets,trumpets
['trunks (containers)'],2,trunks,trunks,trunks
"['tubs (containers)', '<measuring device classification>']",1,tubs; <measuring device classification>,tubs,tubs
['tumblers (drinking glasses)'],1,tumblers,tumblers,tumblers
['tureens'],4,tureens,tureens,tureens
['turner'],1,turner,turner,turners
['type case'],2,type case,type case,type cases
"['umbrellas', 'umbrella; parasols; accessories carried; unknown', 'parasols']",1,umbrellas; umbrella; parasols; accessories carried; unknown; parasols,umbrellas,umbrellas
"['umbrellas', 'umbrella; parasols; accessories carried; female']",1,umbrellas; umbrella; parasols; accessories carried; female,umbrellas,umbrellas
['uncut sheet'],52,uncut sheet,uncut sheet,uncut sheets
"['uncut sheet', 'paper money']",1,uncut sheet; paper money,uncut sheet,uncut sheets
"['undershirt; upper body; underwear; male', 'undershirts']",1,undershirt; upper body; underwear; male; undershirts,undershirt; upper body; underwear; male,undershirt; upper body; underwear; males
"['undersleeves, pair of', 'undersleeves, pair of; armwear; accessories worn on the body; female']",1,"undersleeves, pair of; undersleeves, pair of; armwear; accessories worn on the body; female","undersleeves, pair of","undersleeves, pair oves"
['unidentified'],1,unidentified,unidentified,unidentifieds
"['vaccination card, commemorative']",1,"vaccination card, commemorative","vaccination card, commemorative","vaccination card, commemoratives"
"['valance, printed']",3,"valance, printed","valance, printed","valance, printeds"
['vases'],2,vases,vases,vases
['veils (headcloths)'],1,veils,veils,veils
"['veil; headwear; accessories worn on the body; female', 'veils (headcloths)']",1,veil; headwear; accessories worn on the body; female; veils,veils,veils
"['veil; headwear; accessories worn on the body; female; wedding', 'veils (headcloths)']",1,veil; headwear; accessories worn on the body; female; wedding; veils,veils,veils
"['vessel, with lid']",1,"vessel, with lid","vessel, with lid","vessel, with lids"
"['vests (garments)', 'vest; upper body; main dress; male']",5,vests; vest; upper body; main dress; male,vests,dresses
['vests (garments)'],1,vests,vests,vests
"['vial; containers', 'vials']",1,vial; containers; vials,vial; containers,vial; containers
"['viewer', 'glass, perspective']",1,"viewer; glass, perspective",viewer,viewers
"[""viola d'amore""]",2,viola d'amore,viola d'amore,viola d'amores
['viola'],1,viola,viola,violas
['violins'],7,violins,violins,violins
['viols'],3,viols,viols,viols
"['vises (gripping tools)', 'vise; blacksmith farrier; metalworking; holding & gripping tools; hand tools']",1,vises; vise; blacksmith farrier; metalworking; holding & gripping tools; hand tools,vises,vises
['voucher'],1,voucher,voucher,vouchers
"['wagon jack; road', 'wagon jack']",1,wagon jack; road; wagon jack,wagon jack; road,wagon jack; roads
"['waistcoat ?; entire body; main dress; female', 'waistcoat ?']",1,waistcoat ?; entire body; main dress; female; waistcoat ?,waistcoat ?; entire body; main dress; female,dresses
"['waistcoat fabric', 'waistcoat fragment; waistcoat fabric; waistcoat fab; upper body; main dress; male']",1,waistcoat fabric; waistcoat fragment; waistcoat fabric; waistcoat fab; upper body; main dress; male,waistcoat fabric,dresses
"['waistcoat fragment', 'waistcoat fragment; waistcoat; upper body; main dress; male']",1,waistcoat fragment; waistcoat fragment; waistcoat; upper body; main dress; male,waistcoat fragment,dresses
"['waistcoat fragments; upper body; main dress; male', 'waistcoat fragments']",1,waistcoat fragments; upper body; main dress; male; waistcoat fragments,waistcoat fragments; upper body; main dress; male,dresses
"['waistcoat; upper body; main dress; male', 'waistcoats (garments)']",24,waistcoat; upper body; main dress; male; waistcoats,waistcoats,dresses
"['waistcoats (garments)', 'upper body', 'main garments', 'male']",4,waistcoats; upper body; main garments; male,waistcoats,waistcoats
['waistcoats (garments)'],4,waistcoats,waistcoats,waistcoats
"['waistcoat; upper body; main dress; male', 'waistcoats (garments)', 'upper body', 'main garments']",2,waistcoat; upper body; main dress; male; waistcoats; upper body; main garments,waistcoats,dresses
"['waistcoats (garments)', 'waistcoat; upper body; main dress; male; army; guard national; officer']",1,waistcoats; waistcoat; upper body; main dress; male; army; guard national; officer,waistcoats,dresses
"['waistcoat fragment', 'waistcoats (garments)', 'waistcoat fragment; upper body; main dress; male', 'upper body', 'main garments']",1,waistcoat fragment; waistcoats; waistcoat fragment; upper body; main dress; male; upper body; main garments,waistcoats,dresses
"['walking stick; accessories carried; male', 'walking sticks']",1,walking stick; accessories carried; male; walking sticks,walking stick; accessories carried; male,walking stick; accessories carried; males
"['wallet, fishing']",1,"wallet, fishing","wallet, fishing","wallet, fishings"
"['warmer, foot']",4,"warmer, foot","warmer, foot","warmer, feet"
"['warmer, food', 'warmer, foot']",1,"warmer, food; warmer, foot","warmer, foot","warmer, feet"
['washboard'],1,washboard,washboard,washboards
['watch fob'],1,watch fob,watch fob,watch fobs
"['watch movement; mechanical, spring driven; pocket watch', 'watch movement']",9,"watch movement; mechanical, spring driven; pocket watch; watch movement","watch movement; mechanical, spring driven; pocket watch","watch movement; mechanical, spring driven; pocket watches"
"['watch, ladies', 'watch, ladies, swiss']",1,"watch, ladies; watch, ladies, swiss","watch, ladies","watch, ladies"
"['watch, pocket']",1,"watch, pocket","watch, pocket","watch, pockets"
"['watches', 'watch; mechanical, spring driven; pocket watch']",13,"watches; watch; mechanical, spring driven; pocket watch",watches,watches
['watches'],2,watches,watches,watches
"['watch; pocket watch', 'watches']",1,watch; pocket watch; watches,watches,watches
"['watch; mechanical, spring driven; pendant watch', 'watches']",1,"watch; mechanical, spring driven; pendant watch; watches",watches,watches
