canonical_type,suggested_canonical,changed_flag,object_types_list,objectType,physicalDescription
"spoon, souvenirs",spoons,True,"['spoon, souvenir']","{""Object Name"": ""spoon, souvenir""}","{""Physical Description"": ""silver-plate (overall material)"", ""Measurements"": ""overall: 4 3/8 in x 7/8 in; 11.1125 cm x 2.2225 cm""}"
"spoon, stirrings",spoons,True,"['spoon, stirring']","{""Object Name"": ""spoon, stirring""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 1/2 in x 16 1/2 in x 2 1/2 in; 1.27 cm x 41.91 cm x 6.35 cm""}"
spoons,spoons,False,['Spoons'],"{""Object Name"": ""Spoon""}","{""Physical Description"": ""metal, silver (overall material)"", ""Measurements"": ""overall: 1 3/4 in x 8 3/4 in; x 4.445 cm x 22.225 cm""}"
spurs,spurs,False,['Spurs (costume accessories)'],"{""Object Name"": ""Spur""}","{""Physical Description"": ""metal, iron (overall material)"", ""Measurements"": ""overall: 18.5 cm x 9.2 cm x 8.5 cm; 7 5/16 in x 3 5/8 in x 3 3/8 in""}"
"stamp, butter molds",butter stamps,True,"['stamp, butter mold']","{""Object Name"": ""stamp, butter mold""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""average spatial: 3 cm x 6.6 cm x 12 cm; 1 3/16 in x 2 5/8 in x 4 3/4 in\noverall: 1 1/8 in x 4 9/16 in x 2 1/2 in; 2.8575 cm x 11.58875 cm x 6.35 cm""}"
"stamp, butters",butter stamps,True,"['stamp, butter']","{""Object Name"": ""stamp, butter""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 3 3/4 in x 5 in; 9.525 cm x 12.7 cm""}"
"stand, cruets",stands,True,"['stand, cruet']","{""Object Name"": ""stand, cruet""}","{""Physical Description"": ""silver (overall material)"", ""Measurements"": ""overall: 9 3/4 in x 10 1/8 in x 8 7/8 in; 24.765 cm x 25.7175 cm x 22.5425 cm""}"
"stand, pickles",stands,True,"['stand, pickle', 'Dish, Sweetmeat']","{""Object Name"": ""Dish, Sweetmeat\nstand, pickle""}","{""Physical Description"": ""monochrome, blue (overall surface decoration color name)\nceramic, porcelain (overall material)"", ""Measurements"": ""overall: 5 1/2 in x 7 1/2 in; 13.97 cm x 19.05 cm\noverall: 5 1/4 in x 7 in; 13.335 cm x 17.78 cm""}"
"stand, roasters",stands,True,"['stand, roaster']","{""Object Name"": ""stand, roaster""}","{""Physical Description"": ""iron, wrought (overall material)"", ""Measurements"": ""overall: 9 3/8 in x 14 7/8 in x 14 7/8 in; 23.8125 cm x 37.7825 cm x 37.7825 cm""}"
"stand, sweetmeats",stands,True,"['stand, sweetmeat']","{""Object Name"": ""stand, sweetmeat""}","{""Physical Description"": ""blue (inscription text color)\nmonochrome, blue (overall surface decoration color name)\nceramic, porcelain, soft-paste (overall material)"", ""Measurements"": ""overall: 4 15/16 in x 7 1/2 in x 7 1/16 in; 12.54125 cm x 19.05 cm x 17.93875 cm\noverall: 4 15/16 in x 7 7/8 in x 7 1/16 in; 12.54125 cm x 20.0025 cm x 17.93875 cm""}"
"stand, teapots",stands,True,"['stand, teapot']","{""Object Name"": ""stand, teapot""}","{""Physical Description"": ""silver (overall material)"", ""Measurements"": ""overall: 7/8 in x 6 3/8 in x 4 5/8 in; 2.2225 cm x 16.1925 cm x 11.7475 cm""}"
"statuette, religiouses","statuette, religiouses",False,"['Statuette, Religious']","{""Object Name"": ""Statuette, Religious""}","{""Physical Description"": ""wood (overall material)\ngessoed and painted (overall production method/technique)"", ""Measurements"": ""overall: 80 cm x 46 cm x 13 cm; 31 1/2 in x 18 1/8 in x 5 1/8 in""}"
stays,stays,False,"['Stays; Upper Body; Underwear; Girl', 'Stays']","{""Object Name"": ""Stays"", ""Other Terms"": ""Stays; Upper Body; Underwear; Girl""}","{""Physical Description"": ""linen (overall material)\nbone (overall material)\nleather (overall material)""}"
steam jacks,steam jacks,False,['Steam Jack'],"{""Object Name"": ""Steam Jack""}","{""Physical Description"": ""cast iron (part material)\nbrass (part material)"", ""Measurements"": ""overall: 14 1/2 in x 15 3/4 in x 10 1/2 in; 36.83 cm x 40.005 cm x 26.67 cm""}"
"stick, mixings",sticks,True,"['stick, mixing']","{""Object Name"": ""stick, mixing""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 3/8 in x 14 1/2 in x 1 5/8 in; .9525 cm x 36.83 cm x 4.1275 cm""}"
"stick, puddings",sticks,True,"['stick, pudding']","{""Object Name"": ""stick, pudding""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 1/2 in x 2 9/16 in x 14 3/4 in; 1.27 cm x 6.50875 cm x 37.465 cm""}"
"stick, swizzles",sticks,True,"['stick, swizzle']","{""Object Name"": ""stick, swizzle""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 11 1/4 in x 1 1/2 in; 28.575 cm x 3.81 cm""}"
stickers,sticks,True,['sticker'],"{""Object Name"": ""sticker""}","{""Physical Description"": ""paper (overall material)\nplastic (overall material)\nyellow (overall color)\nblack (overall color)"", ""Measurements"": ""overall: 2 3/4 in x 4 1/4 in; 6.985 cm x 10.795 cm""}"
"stirrup, equestrians","stirrup, equestrians",False,"['stirrup, equestrian']","{""Object Name"": ""stirrup, equestrian""}","{""Physical Description"": ""leather (overall material)\nmetal (overall material)\nhorsehair (overall material)"", ""Measurements"": ""overall: 6 in x 4 in; 15.24 cm x 10.16 cm""}"
stockings,stockings,False,"['Stockings; Footwear; Accessories Worn on the Body; Male', 'Stockings']","{""Object Name"": ""Stockings"", ""Object Type"": ""stockings"", ""Other Terms"": ""Stockings; Footwear; Accessories Worn on the Body; Male""}",
"stone, sharpenings","stone, sharpenings",False,"['stone, sharpening', 'Stone (rock)']","{""Object Name"": ""stone, sharpening"", ""Object Type"": ""stone""}","{""Physical Description"": ""stone (overall material)"", ""Measurements"": ""overall: 1 in x 11 1/8 in x 6 1/8 in; 2.54 cm x 28.2575 cm x 15.5575 cm""}"
stools,stools,False,"['Stools (seating furniture)', 'Stool; Equipment, Individual']","{""Object Name"": ""Stool"", ""Other Terms"": ""Stool; Equipment, Individual""}","{""Measurements"": ""overall: 17 in x 26 in x 15 in; 43.18 cm x 66.04 cm x 38.1 cm""}"
"stove, miniatures",stoves,True,"['stove, miniature']","{""Object Name"": ""stove, miniature""}","{""Physical Description"": ""iron (overall material)"", ""Measurements"": ""overall: 4 in x 5 5/8 in x 3 in; 10.16 cm x 14.2875 cm x 7.62 cm""}"
stove; heating equipments,stoves,True,"['Stove; heating equipment', 'Stoves (heating equipment)']","{""Object Name"": ""Stove\nstove"", ""Other Terms"": ""Stove; heating equipment""}","{""Physical Description"": ""iron, cast (overall material)""}"
"streamers, set oves","streamers, set oves",False,"['streamers, set of', 'Flags, Set of', 'Flags, Set of; Military; Pennant']","{""Object Name"": ""Flags, Set of\nstreamers, set of"", ""Other Terms"": ""Flags, Set of; Military; Pennant""}","{""Physical Description"": ""silk (?? material)"", ""Measurements"": ""overall: 7 in x 44 in x 3 in; 17.78 cm x 111.76 cm x 7.62 cm""}"
striker boxes,boxes,True,['Striker Box'],"{""Object Name"": ""Striker Box""}","{""Physical Description"": ""metal (overall material)"", ""Measurements"": ""overall: 7/8 in x 3 7/8 in x 2 3/8 in; 2.2225 cm x 9.8425 cm x 6.0325 cm""}"
"stud, collars","stud, collars",False,"['Stud, Collar', 'Stud, Collar; Jewelry; Accessories Worn on the Body; Male']","{""Object Name"": ""Stud, Collar"", ""Other Terms"": ""Stud, Collar; Jewelry; Accessories Worn on the Body; Male""}",
studs,studs,False,"['Stud', 'Stud; Jewelry; Accessories Worn on the Body; Male']","{""Object Name"": ""Stud"", ""Other Terms"": ""Stud; Jewelry; Accessories Worn on the Body; Male""}",
sugar bowls,bowls,True,['Sugar bowls'],"{""Object Name"": ""Sugar Bowl""}","{""Physical Description"": ""polychrome (overall surface decoration color name)\nceramic, porcelain, hard-paste (overall material)"", ""Measurements"": ""overall: 5 1/8 in x 5 1/2 in x 4 1/8 in; 13.0175 cm x 13.97 cm x 10.4775 cm""}"
"suit, 2 pieces","suit, 2 pieces",False,"['Suit, 2-piece']","{""Object Name"": ""Suit, 2-piece""}",
"sundial, diptyches",sundials,True,"['sundial, diptych']","{""Object Name"": ""sundial, diptych""}","{""Physical Description"": ""wood (overall material)\npaper (overall material)"", ""Measurements"": ""overall: 1.8 cm x 4.5 cm x 8 cm; 23/32 in x 1 25/32 in x 3 5/32 in""}"
"sundial, equinoctials",sundials,True,"['sundial, equinoctial']","{""Object Name"": ""sundial, equinoctial""}","{""Measurements"": ""overall: .4 cm x 10.8 cm x 8.7 cm; 5/32 in x 4 1/4 in x 3 7/16 in""}"
"sundial, horizontal pedestals",sundials,True,"['Sundial, Horizontal Pedestal']","{""Object Name"": ""Sundial, Horizontal Pedestal""}","{""Physical Description"": ""pewter (overall material)"", ""Measurements"": ""overall: 6.5 cm x 13.1 cm x 13.1 cm; 2 9/16 in x 5 5/32 in x 5 5/32 in""}"
"sundial, quadrants",sundials,True,"['sundial, quadrant']","{""Object Name"": ""sundial, quadrant""}","{""Physical Description"": ""brass (overall materials)"", ""Measurements"": ""overall: .6 cm x 12.5 cm x 12.5 cm; 1/4 in x 4 15/16 in x 4 15/16 in""}"
sundials,sundials,False,"['sundial', 'sundial, horizontal portable']","{""Object Name"": ""sundial, horizontal portable\nsundial""}","{""Measurements"": ""overall: 1.5 cm x 4.5 cm x 8 cm; 19/32 in x 1 25/32 in x 3 5/32 in""}"
sunglass,sunglass,False,['Sunglass'],"{""Object Name"": ""Sunglass""}","{""Measurements"": ""overall: 2 1/2 in; 6.35 cm\noverall: 4 5/8 in x 1/8 in x 2 1/2 in; 11.7475 cm x .3175 cm x 6.35 cm""}"
sunglasses,sunglasses,False,"['sunglasses', 'Sunglasses; Opticals; Accessories Worn on the Body; Unknown', 'Sunglasses']","{""Object Name"": ""Sunglasses"", ""Object Type"": ""sunglasses"", ""Other Terms"": ""Sunglasses; Opticals; Accessories Worn on the Body; Unknown""}","{""Physical Description"": ""glass (overall material)\nmetal (overall material)""}"
surgical instruments,surgical instruments,False,"['surgical instrument', 'Hammers (tools)']","{""Object Name"": ""hammer\nsurgical instrument""}","{""Physical Description"": ""bone (overall material)\nhorn (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 11 1/2 in x 5 1/2 in x 1 1/2 in; 29.21 cm x 13.97 cm x 3.81 cm\noverall: 1 5/8 in x 11 1/2 in x 5 1/2 in; 4.1275 cm x 29.21 cm x 13.97 cm""}"
surgical sets,surgical sets,False,"['surgical set', ""Surgeon's Kit""]","{""Object Name"": ""Surgeon's Kit\nsurgical set""}","{""Measurements"": ""overall: 6.4 cm x 54 cm x 23 cm; 2 17/32 in x 21 1/4 in x 9 1/16 in""}"
surveying instruments,surveying instruments,False,['Surveying instruments'],"{""Object Name"": ""Surveyor's Compass""}","{""Measurements"": ""overall length: 14 3/4 in; 37.465 cm\nneedle: 5 3/4 in; 14.605 cm\noverall in case: 3 1/2 in x 7 5/8 in x 16 1/4 in; 8.89 cm x 19.3675 cm x 41.275 cm""}"
surveyor's vernier compass,compasses,True,"[""surveyor's vernier compass"", ""Surveyor's Vernier Compass""]","{""Object Name"": ""Surveyor's Vernier Compass\nsurveyor's vernier compass""}","{""Measurements"": ""overall length: 14 1/4 in; 36.195 cm\nneedle: 5 in; 12.7 cm\noverall in case: 3 13/16 in x 14 1/2 in x 7 3/8 in; 9.68375 cm x 36.83 cm x 18.7325 cm""}"
suspenders,suspenders,False,"['Suspenders (garment supports)', 'Suspenders; Waistwear; Accessories Worn on the Body']","{""Object Name"": ""Suspenders"", ""Other Terms"": ""Suspenders; Waistwear; Accessories Worn on the Body""}","{""Measurements"": ""overall: 26 1/2 in x 2 7/8 in; 67.31 cm x 7.3025 cm""}"
swage block; hand tools,swage block,True,"['Swage Block; Hand Tools', 'Swage Block']","{""Object Name"": ""Swage Block"", ""Other Terms"": ""Swage Block; Hand Tools""}","{""Measurements"": ""overall: 14 in x 9 in x 4 in; 35.56 cm x 22.86 cm x 10.16 cm""}"
sweat shirts,sweat shirts,False,['Sweat shirts'],"{""Object Name"": ""Sweatshirt""}",
swords,swords,False,['Swords'],"{""Object Name"": ""Sword\nsword""}","{""Measurements"": ""overall, sword: 2 1/2 in x 3 3/8 in x 34 1/4 in; 6.35 cm x 8.5725 cm x 86.995 cm""}"
syringes,syringes,False,['Syringe'],"{""Object Name"": ""Syringe""}","{""Physical Description"": ""pewter (overall material)\nwood (overall material)\ncotton (overall material)"", ""Measurements"": ""overall: 57 cm x 6.5 cm; x 22 7/16 in x 2 9/16 in""}"
syrup jars,syrup jars,False,['syrup jar'],"{""Object Name"": ""syrup jar""}","{""Physical Description"": ""ceramic (overall material)"", ""Measurements"": ""overall: 19.2 cm x 13 cm x 18.8 cm; 7 9/16 in x 5 1/8 in x 7 3/8 in""}"
tabernacles,tabernacles,False,['tabernacle'],"{""Object Name"": ""tabernacle""}","{""Physical Description"": ""wood (overall material)\nbrass (overall material)\nsilver (overall material)\npaint (overall material)"", ""Measurements"": ""overall: 64.7 cm x 33.5 cm x 17.5 cm; 25 1/2 in x 13 3/16 in x 6 7/8 in""}"
"table, smalls",tables,True,"['table, small']","{""Object Name"": ""table, small""}","{""Physical Description"": ""pine (overall material)\nyellow (overall color)"", ""Measurements"": ""overall: 25 in x 24 in x 17 1/2 in; 63.5 cm x 60.96 cm x 44.45 cm\noverall: 25 1/2 in x 24 in x 17 1/4 in; 64.77 cm x 60.96 cm x 43.815 cm""}"
tablecloths,tables,True,['Tablecloths'],"{""Object Name"": ""Tablecloth""}","{""Physical Description"": ""plain weave (overall production method/technique)\ncloth, linen (overall material)\nwhite (overall color)"", ""Measurements"": ""average spatial: 84 in x 84 in; x 213.36 cm x 213.36 cm""}"
tables,tables,False,"['Tables (support furniture)', 'Table; Furniture']","{""Object Name"": ""table"", ""Other Terms"": ""Table; Furniture""}","{""Measurements"": ""overall: 25 1/8 in x 33 1/4 in x 23 3/4 in; 63.8175 cm x 84.455 cm x 60.325 cm""}"
tall case clocks,cases,True,['tall case clock'],"{""Object Name"": ""tall case clock""}","{""Physical Description"": ""cherry (movement, wheels material)\noak (movement, plates material)\nwood (movement, pins material)\nsilver-plated brass (dial plate material)\nwood (overall material)"", ""Measurements"": ""overall: 84 1/4 in x 18 in x 12 1/4 in; 213.995 cm x 45.72 cm x 31.115 cm\nweight: 7 in x 2 1/4 in; 17.78 cm x 5.715 cm\nweight: 7 3/4 in x 2 in; 19.685 cm x 5.08 cm\npendulum bob: 5 1/2 in x 3 1/4 in x 1/2 in; 13.97 cm x 8.255 cm x 1.27 cm\npendulum rod: 36 3/4 in x 1/2 in x 3/16 in; 93.345 cm x 1.27 cm x .508 cm\nweight, donut: 1/2 in x 1 3/4 in; 1.27 cm x 4.445 cm\nweight, donut: 1/2 in x 1 3/4 in; 1.27 cm x 4.445 cm\nseat board screw: 1 1/2 in x 3/16 in; 3.81 cm x .508 cm\nmovement dand dial: 16 1/2 in x 12 in x 7 1/2 in; 41.91 cm x 30.48 cm x 19.05 cm\nhood: 23 in x 18 1/4 in x 11 1/4 in; 58.42 cm x 46.355 cm x 28.575 cm\nsmall bag of sand from weight: 7 in x 4 in; 17.78 cm x 10.16 cm""}"
tankards,tankards,False,['tankard'],"{""Object Name"": ""tankard""}","{""Physical Description"": ""pewter (overall material)"", ""Measurements"": ""overall: 6 7/8 in x 7 1/4 in x 5 in; 17.4625 cm x 18.415 cm x 12.7 cm""}"
tape looms,tape looms,False,"['Tape loom', 'Loom, Tape']","{""Object Name"": ""Loom, Tape\nTape loom""}","{""Measurements"": ""overall: 18 in x 8 in x 22 in; 45.72 cm x 20.32 cm x 55.88 cm""}"
tax stamps,tax stamps,False,['Tax stamps'],"{""Type"": ""Revenue Stamps""}","{""Medium"": ""paper; ink (black)"", ""Dimensions"": ""Height x Width: 6 1/2 x 8 1/4 in. (16.5 x 21 cm)""}"
tea bowls & saucers,bowls,True,['Tea bowls & saucers'],"{""Object Name"": ""Tea bowls & saucers""}","{""Measurements"": ""cups: 4.2 cm x 7.5 cm; 1 5/8 in x 2 15/16 in""}"
teakettles,teakettles,False,['Teakettles'],"{""Object Name"": ""teakettle""}","{""Physical Description"": ""iron, cast (pot material)\niron, wrought (handle material)"", ""Measurements"": ""overall: 5 3/4 in x 12 1/2 in x 9 1/8 in; 14.605 cm x 31.75 cm x 23.1775 cm""}"
teapots,teapots,False,['Teapots'],"{""Object Name"": ""Teapot""}","{""Physical Description"": ""polychrome (overall surface decoration color name)\nceramic, porcelain, hard-paste (overall material)"", ""Measurements"": ""overall: 5 13/16 in x 9 7/8 in x 5 3/8 in; 14.76375 cm x 25.0825 cm x 13.6525 cm""}"
telescopes,telescopes,False,['telescope (spyglass)'],"{""Object Name"": ""telescope (spyglass)""}","{""Physical Description"": ""brass (overall material)\nglass (overall material)\nshagreen (overall material)\npaper (overall material)"", ""Measurements"": ""overall: 12 cm x 4.2 cm; 4 23/32 in x 1 21/32 in\noverall, case: 2 1/4 in x 5 5/8 in x 2 1/4 in; 5.715 cm x 14.2875 cm x 5.715 cm\noverall, telescope: 1 5/8 in x 1 3/4 in x 4 3/4 in; 4.1275 cm x 4.445 cm x 12.065 cm""}"
"tent; equipment, individuals",tent,True,"['Tent; Equipment, Individual', 'Tents (portable buildings)']","{""Object Name"": ""Tent"", ""Other Terms"": ""Tent; Equipment, Individual""}","{""Physical Description"": ""linen (sidewall material)\nlinen (top material)\ncloth (ropes (2) material)\nwood (tighteners (4) material)""}"
terrestrial globes,terrestrial globes,False,['terrestrial globe'],"{""Object Name"": ""terrestrial globe""}","{""Physical Description"": ""brass (overall material)\npaper (overall material)\nmahogany (overall material)"", ""Measurements"": ""average spatial: 45.5 cm; 17 29/32 in\noverall: 53 in x 39 in x 89 in; 134.62 cm x 99.06 cm x 226.06 cm""}"
thermal cyclers,thermal cyclers,False,['thermal cycler'],"{""Object Name"": ""thermal cycler""}","{""Physical Description"": ""metal (overall material)\nplastic (overall material)\ninsulated wire (overall material)"", ""Measurements"": ""average spatial: 33.6 cm x 33 cm x 45.7 cm; 13 1/4 in x 13 in x 18 in""}"
thermometers,thermometers,False,['Thermometers'],"{""Object Name"": ""thermometer""}","{""Physical Description"": ""glass; organic material (unspecified); wood; leather; brass (overall material)"", ""Measurements"": ""overall: 16.2 cm; 6 3/8 in\ncase, closed: 7/8 in x 6 7/8 in x 1 7/8 in; 2.2225 cm x 17.4625 cm x 4.7625 cm\ncase, opened: 2 1/16 in x 6 7/8 in x 2 1/4 in; 5.23875 cm x 17.4625 cm x 5.715 cm\nthermometer: 5/16 in x 6 1/4 in x 1 1/2 in; .79375 cm x 15.875 cm x 3.81 cm""}"
thickness gauges,thickness gauges,False,['thickness gauge'],"{""Object Name"": ""thickness gauge""}","{""Measurements"": ""overall: 2 cm x 6 cm x 8.5 cm; 25/32 in x 2 3/8 in x 3 11/32 in\noverall: 1 1/2 in x 2 7/8 in x 4 in; 3.81 cm x 7.3025 cm x 10.16 cm""}"
thimble eyes,thimble eyes,False,['thimble eye'],"{""Object Name"": ""thimble eye""}","{""Physical Description"": ""rope (overall material)\nwhalebone (overall material)"", ""Measurements"": ""overall: 5 in x 3 in; 12.7 cm x 7.62 cm""}"
